poster_id,posted,date,time,state_code,city_id,duration,summary,img_url,lat,lng
17,25/02/23,25/02/23,20:30:00,OH,39,30 min,Took photos. Lights on it. stayed in one spot 20 min then moved slightly then gone. NUFORC Note: Jupiter and Venus,https://picsum.photos/512,40.68,-82.5793
27,03/03/23,25/02/23,19:33:00,CO,40,35,Walking dogs and to the west there were 2 very bright lights in the lower part of the horizion,https://picsum.photos/512,39.0877,-108.5673
28,03/03/23,24/02/23,20:40:00,LA,41,Unknown,"Bright light in woods behind fence, something in corner of picture taken.",https://picsum.photos/512,32.4653,-93.7955
1,25/02/23,24/02/23,00:31:00,FL,42,Less than a minute,"An ""L"" shaped craft with 5-7 white, circular rings on its undercarriage. Had no visible lights. Was illuminated by city lights.",https://picsum.photos/512,26.6194,-81.8302
5,27/02/23,22/02/23,19:00:00,NY,43,2-3 min,Looked like a dotted line in the night sky,https://picsum.photos/512,44.7088,-75.4717
19,28/02/23,21/02/23,22:20:00,PA,44,15 minutes,Stationary in sky,https://picsum.photos/512,40.1533,-76.599
15,22/02/23,21/02/23,18:30:00,IL,45,Captured a still image,"While taking a pic of the moon and stars, I did not see the UFO in the sky; image of the UFO was captured in the photo.",https://picsum.photos/512,40.4757,-88.9703
9,28/02/23,21/02/23,08:50:00,MI,46,Seen it for about 4 min,Small car size oval coming from trees and into the city,https://picsum.photos/512,41.7985,-86.6139
23,25/02/23,20/02/23,20:32:00,WA,47,1 hour,Me and my aunt spotted different unknown objects in the sky. NUFORC Note: Jupiter and Venus,https://picsum.photos/512,47.7417,-122.6407
17,23/02/23,19/02/23,22:30:00,OH,48,20 minutes,A single ufo sighting from kitchen window.,https://picsum.photos/512,41.1641,-81.5207
1,21/02/23,19/02/23,19:25:00,FL,49,1 hour,Weird Lights,https://picsum.photos/512,26.3558,-81.7859
29,22/02/23,19/02/23,18:31:00,PA,50,15,Lights that got more intense.,https://picsum.photos/512,40.3578,-80.1061
1,21/02/23,19/02/23,07:20:00,FL,51,2 minutes,Saw something that looked like a plane but wasnt,https://picsum.photos/512,26.8941,-82.0513
30,19/02/23,18/02/23,19:54:00,NM,52,Unknown,Appeared only in this photo and not in any other immediately before or after,https://picsum.photos/512,36.7445,-103.9958
6,21/02/23,18/02/23,19:31:00,OK,53,2 hours,It looked to be a star but it was too bright to be a star and it started moving.,https://picsum.photos/512,36.4377,-99.2048
23,19/02/23,18/02/23,16:50:00,WA,54,8-10 min,"It could be clouds, maybe? Or a weather balloon or space junk falling to earth?",https://picsum.photos/512,46.2506,-119.1305
13,24/02/23,18/02/23,07:25:00,MD,55,Several minutes,Bottle Shape White object flying through sky,https://picsum.photos/512,39.3051,-76.6144
16,21/02/23,17/02/23,07:26:00,OR,56,Around 2 minutes,"Early morning sunrise, south side of Hwy 18.",https://picsum.photos/512,45.096,-123.3983
1,23/02/23,16/02/23,19:58:00,FL,57,10 minutes and counting,2stationary objects over gulf hovering in sky,https://picsum.photos/512,26.1504,-81.7936
27,16/02/23,16/02/23,10:43:00,CO,58,5-10 minutes,Dark grey/ grey/ white Sphere in the sky,https://picsum.photos/512,39.6977,-105.1172
31,17/02/23,15/02/23,10:46:00,IN,59,20-30 Seconds,I walked out of the school and was watching a plane and noticed something smaller fly past it heading the opposite direction.,https://picsum.photos/512,39.7771,-86.1458
32,21/02/23,15/02/23,10:34:00,UT,60,Unknown,"We were leaving a jobsite and my friend spotted this wierd craft just crusing slowly close by us, i grabbed my camera got video n photo",https://picsum.photos/512,41.0859,-112.0698
1,14/02/23,14/02/23,20:59:00,FL,61,10 minutes,I saw towards the E a light that resembled the space shuttle flames when we used to see when it went up.,https://picsum.photos/512,27.9193,-82.2293
33,18/02/23,14/02/23,15:55:00,AR,62,Less than a minute,Seen a shiny object moving across the sky at 3:55pm on 2/14/23.,https://picsum.photos/512,35.3495,-94.3695
1,16/02/23,14/02/23,08:04:00,FL,63,20 to 25 seconds,The sky was blue and clear and from a distance as I was driving onto campus from SW 107th Ave. & 18th Street I spotting this object,https://picsum.photos/512,25.784,-80.2101
34,16/02/23,13/02/23,22:15:00,AL,64,Roughly 30 minutes,We get a lot of planes and helicopters that go by but this one was different. It was too fast and too quiet,https://picsum.photos/512,33.2586,-87.5993
11,18/02/23,13/02/23,21:40:00,ND,65,I watched for 5 minutes,Two orange beems of light that look like holograms. One dissappear and comes back. Two circle green lights that move all directions.,https://picsum.photos/512,47.8027,-103.2678
15,19/02/23,13/02/23,19:02:00,IL,18,30 min,"There were dots in a line that were flying from east to west in the sky, and then they seemed to go above the clouds.",https://picsum.photos/512,42.0825,-87.8214
35,15/02/23,13/02/23,18:15:00,OR,66,Unknown,My friend was on the Casco bay bridge and saw the craft,https://picsum.photos/512,45.5371,-122.65
15,16/02/23,13/02/23,17:59:00,IL,67,From 5:59pm to 8:00pm,2 Large hexagon objects hovering and moving in the sky that could change shapes.,https://picsum.photos/512,40.1888,-88.3901
15,14/02/23,13/02/23,17:30:00,IL,68,4+ minutes,Looking south from intersection aforementioned towards ORD Airport.,https://picsum.photos/512,42.1064,-87.7421
36,14/02/23,13/02/23,14:37:00,CT,69,2 - 3 minutes,Cube like craft seen underneath military Chinook helicopter,https://picsum.photos/512,41.6759,-72.7862
1,15/02/23,13/02/23,10:00:00,FL,70,Grass burned in yard,There is a large circle of dead grass that showed up overnight in our back yard. We have no idea where it came from.,https://picsum.photos/512,28.9034,-81.9887
37,17/02/23,13/02/23,02:45:00,NE,71,Observed for approx. 1 ho,Very large half circle over lapping the moon. Object was brighter than the moon. White with a thin bright green outline.,https://picsum.photos/512,40.5961,-98.39
11,19/02/23,12/02/23,21:00:00,ND,72,Few hours then it left,It looked like a big star. But it was moving.,https://picsum.photos/512,48.2375,-101.278
32,16/02/23,12/02/23,20:00:00,UT,73,2 minutes,Circular object with three flashing lights heading south,https://picsum.photos/512,40.345,-111.9154
8,14/02/23,12/02/23,19:40:00,KY,74,Roughly 10 seconds,Saw a line of 5 star like shapes in a line that drifted across the sky and vanished in a eclipse like fashion.,https://picsum.photos/512,38.4278,-83.8619
20,19/02/23,12/02/23,03:15:00,WI,75,30 minutes,A number of white lights low above the horizon.,https://picsum.photos/512,42.9253,-88.8442
9,17/02/23,11/02/23,22:00:00,MI,22,Hour or longer.,I was standing on my back deck when I saw this object. Really curious on what it might be.,https://picsum.photos/512,42.2431,-84.4038
6,14/02/23,11/02/23,19:53:00,OK,76,One hour,"Moving up, down and left to right. Very bright. Disappeared completely after an hour of noticing it.",https://picsum.photos/512,34.2329,-95.6229
38,16/02/23,11/02/23,14:00:00,NV,77,Approximately 10 minutes,It appeared to sit in the sky and it looked like it had solar panels on it no sound moved slowly disappeared then reappeared,https://picsum.photos/512,36.0133,-115.0381
39,14/02/23,11/02/23,11:50:00,AZ,78,3 minutes on an airplane,"I saw a bright, almost reflective, white object in the distance. Zoomed in becomes blurry. There's another object in a shadow in 2 pics",https://picsum.photos/512,33.5722,-112.0892
37,16/02/23,11/02/23,04:00:00,NE,79,Half hour at a time,"Up to 3 lights in the sky, every morning at 4am, 3 locations, 200 miles apart. Fade in, fade out. Sometimes overlaying each other.",https://picsum.photos/512,40.8099,-96.6784
22,13/02/23,10/02/23,07:10:00,VA,80,3 minutes maybe,Saw two flying objects flying in circles and erratic movements then they disappeared.,https://picsum.photos/512,38.8185,-77.0861
23,10/02/23,09/02/23,18:05:00,WA,81,5 minutes,I saw ball of light hovering low in sky not making any sound or blinking lights like an aircraft would do.,https://picsum.photos/512,47.8595,-121.9851
17,12/02/23,09/02/23,17:45:00,OH,82,5 minutes,We were watching a plane when we noticed this,https://picsum.photos/512,41.4764,-81.6805
40,16/02/23,09/02/23,16:31:00,MT,83,Unknown,Noticed stationary structure on mountainside of national forest land with no tracks or visible way of having gotten to location,https://picsum.photos/512,48.0824,-114.2344
4,11/02/23,09/02/23,15:11:00,CA,84,5 minute,Heard an unusually loud noise I couldnt find. Checked on an app for planes and it showed nothing.,https://picsum.photos/512,36.963,-120.0778
35,14/02/23,09/02/23,01:00:00,OR,85,5 minutes,Ball of expanding light hovering,https://picsum.photos/512,44.6272,-123.0965
36,10/02/23,08/02/23,22:08:00,CT,86,5 seconds,Strange object passing across the Moon,https://picsum.photos/512,41.8349,-73.1282
29,11/02/23,08/02/23,18:30:00,PA,87,3-4 minutes,Triangle lights appeared disappeared then reappeared as it moved across the sky.,https://picsum.photos/512,41.8148,-78.2769
1,08/02/23,07/02/23,18:56:00,FL,88,1hour,I thought maybe it was a plane but planes don't stay still in the sky so I thought maybe was a star or Stars don't move after an hour,https://picsum.photos/512,28.1396,-82.4467
32,11/02/23,07/02/23,13:43:00,UT,89,3-4 Seconds,Witnessed a large object fly through low clouds in a small canyon.,https://picsum.photos/512,41.7399,-111.8422
17,07/02/23,06/02/23,23:06:00,OH,90,5 minutes,Object to the north,https://picsum.photos/512,41.1387,-83.6494
4,08/02/23,05/02/23,21:20:00,CA,91,45 minutes to an hr long,At least 40 pairs of lights visible with naked eye. But when viewed thru binoculars several more smaller lights around the bright pair,https://picsum.photos/512,36.9206,-121.7708
21,09/02/23,04/02/23,18:05:00,TN,92,maybe 20 seconds,I have a few photos,https://picsum.photos/512,36.3406,-82.3806
41,03/02/23,03/02/23,18:35:00,IA,93,Every night,These same lighted objects are above town every night and start out in the same positions it would seem,https://picsum.photos/512,40.7582,-95.372
4,10/02/23,03/02/23,17:20:00,CA,94,10 minutes,Black object was moving very very slow to its right,https://picsum.photos/512,33.8017,-116.5382
4,04/02/23,03/02/23,17:15:00,CA,95,30 Minutes,Weird large circular thing in the sky traveling North to South from where we were standing - Very high up - Very large object,https://picsum.photos/512,37.3012,-121.848
42,03/02/23,03/02/23,17:00:00,MO,96,Ongoing as I typr,Noticed a bright white object in the eastern sky. It was above the moon yet has seemingly drifted slowly to the right,https://picsum.photos/512,37.7822,-90.4282
21,05/02/23,03/02/23,09:34:00,TN,97,Unknown,Spheres in 2 of my pictures,https://picsum.photos/512,35.0593,-88.8902
1,04/02/23,02/02/23,22:00:00,FL,98,2-5 minutes,Orange Flare/Pulsating Light. Vertical & Horizontal.,https://picsum.photos/512,27.6463,-80.393
43,08/02/23,02/02/23,18:17:00,OR,99,fifteen minutes,The same type of discoid craft that I saw and reported earlier but was orientated virtually perpendicular to the surface of the earth,https://picsum.photos/512,43.4075,-124.2364
44,08/02/23,01/02/23,22:29:00,PA,100,1 minute plus,"Caught on camera, didn't realize there was an anomaly until later.",https://picsum.photos/512,40.6764,-78.246
44,01/02/23,01/02/23,18:48:00,PA,101,About 5 minutes,"Two bright lights flying in formation, the lead one dim followed by a bright white light",https://picsum.photos/512,40.6396,-80.2228
15,03/02/23,01/02/23,17:48:00,IL,102,3 minutes,Brighter one with trailing one that was more faint,https://picsum.photos/512,42.3708,-87.9392
31,02/02/23,31/01/23,19:15:00,IN,103,10 seconds,Fast spherical orange light,https://picsum.photos/512,39.9991,-85.4392
45,06/02/23,30/01/23,21:15:00,VA,104,Five minutes,Unexplained movement of one object and 40 or so more objects.,https://picsum.photos/512,37.5295,-77.4756
43,29/01/23,29/01/23,19:08:00,OR,99,2 hours,The object hovered in place changing from a teardrop shape to triangle to flying saucer shape. It tilted at an angle of 45 degrees,https://picsum.photos/512,43.4075,-124.2364
8,02/02/23,29/01/23,18:45:00,KY,39,2-5 minutes,Big blue light stationery a few hundred yards wide very low just above the fog barrier.,https://picsum.photos/512,38.0423,-84.4587
23,03/02/23,29/01/23,01:48:00,WA,105,1 to 3 seconds,Picture of a triangle shaped object,https://picsum.photos/512,47.8284,-122.3033
13,03/02/23,28/01/23,18:00:00,MD,106,25 minutes,I believe it was something from another planet,https://picsum.photos/512,39.2704,-76.4942
46,29/01/23,27/01/23,23:15:00,MA,107,About 1 second,"Western sky, large, ~1/6 moon diameter sustained flash, white and green low in the sky, moved downwards below the horizon very quickly.",https://picsum.photos/512,42.2705,-71.8079
7,02/02/23,27/01/23,22:16:00,SC,108,5 minutes,Gazing up at the full moon. Clear night. 5 or 6 large long triangles with red lights at the ends. I thought they were satellites.,https://picsum.photos/512,33.5303,-81.7271
14,27/01/23,27/01/23,13:08:00,GA,109,Couple of seconds,Unique cloud and ufo,https://picsum.photos/512,32.0286,-81.1821
25,29/01/23,26/01/23,08:36:00,TX,110,5 minutes,Suspected Plasma Ball Event,https://picsum.photos/512,29.2698,-97.7658
36,01/02/23,26/01/23,07:08:00,CT,111,10 minutes,"Driving up through route 8, saw two aircraft just sort of hovering in the air.",https://picsum.photos/512,41.489,-73.0518
25,01/02/23,25/01/23,17:34:00,TX,112,5 minutes,I was driving to temple children's hospital to pick up my girlfriend and I couldnt help but notice the light in the sky,https://picsum.photos/512,31.5599,-97.1882
47,25/01/23,25/01/23,13:20:00,CA,113,5 minutes,"During a flight the man next to me and I both witnessed three spheres (one large, two small) moving in multiple directions over CA.",https://picsum.photos/512,35.0139,-118.1896
47,27/01/23,24/01/23,18:40:00,CA,114,2 hours,The object would move in circles then drop very fast the move again very fast back upwards the to the right,https://picsum.photos/512,38.9589,-122.633
44,30/01/23,24/01/23,09:50:00,PA,115,Around a minute,High speed small object being followed by a jet at high altitude object changed direction suddenly jet followed,https://picsum.photos/512,40.8306,-75.7165
48,30/01/23,23/01/23,20:13:00,HI,116,Unknown,Unexpected red ( reflecting voggy atmosphere) object in photo,https://picsum.photos/512,21.392,-157.7396
47,24/01/23,21/01/23,19:55:00,CA,117,10-12 min approx,"Have video, but strange and not a drone!!",https://picsum.photos/512,38.1125,-122.2342
13,25/01/23,21/01/23,00:02:00,MD,118,1 frame Doorbell CAM,This is a single frame of a doorbell camera.showing a stange light and contrail and I was awoken by loud noise.,https://picsum.photos/512,39.3021,-76.4449
5,22/01/23,20/01/23,21:37:00,NY,119,approx 30 seconds,2 formations of orange objects seen crossing sky at night,https://picsum.photos/512,40.5834,-74.1496
42,25/01/23,20/01/23,18:30:00,MO,120,Lights object no noise sk,Closest I've ever seen unbelievable,https://picsum.photos/512,37.8906,-93.6215
39,22/01/23,19/01/23,18:20:00,AZ,121,20 min,I looked over and seen a string of lights and then a triangular shape of lights,https://picsum.photos/512,33.4015,-111.7178
1,25/01/23,19/01/23,08:01:00,FL,122,1-2 minutes,Saw something bright way higher than a normal plane,https://picsum.photos/512,27.4255,-80.3431
1,19/01/23,19/01/23,07:53:00,FL,123,Seconds,"When seen contrails from front porch, saw the object traveling from north-east to south west and took picture with iPhone 13, no noise",https://picsum.photos/512,28.8416,-82.3418
39,20/01/23,19/01/23,06:37:00,AZ,124,5 min witnessed.,A stationary extremely bright multicolored Light non sequential lasting until daylight,https://picsum.photos/512,34.5006,-114.3113
25,19/01/23,18/01/23,23:50:00,TX,125,7 minutes,"Visually observed Delta shape over the foothills adjacent to Stillhouse Lake, Texas - just south of Killeen / Harker Heights",https://picsum.photos/512,31.0753,-97.7297
34,22/01/23,18/01/23,13:15:00,AL,126,Unknown,I'm capturing these objects on my security camera and they are leaving landing areas.,https://picsum.photos/512,34.4559,-85.6965
39,19/01/23,17/01/23,17:23:00,AZ,127,5-10 minutes,Took photo of sun and lake,https://picsum.photos/512,33.2614,-112.3622
44,23/01/23,16/01/23,06:50:00,PA,128,10 minutes,"Saw two bright white lights on my way to work, both disappeared within minutes from seeing them",https://picsum.photos/512,39.9732,-76.792
1,20/01/23,15/01/23,18:00:00,FL,129,Eastbound about 3 minutes,Cone shaped object with cloud like contrail that did not dissipate rapidly in sky,https://picsum.photos/512,26.5281,-80.0811
1,15/01/23,15/01/23,17:59:00,FL,130,2-5 minutes,One object turns to 3. Moving extremely fast and changing direction. Dispersing into nothing.,https://picsum.photos/512,25.867,-80.1779
13,22/01/23,15/01/23,17:09:00,MD,131,Unclear. We were driving,"6 bright lights suddenly appeared, had a tail of light and suddenly disappeared",https://picsum.photos/512,39.4496,-76.4205
17,21/01/23,15/01/23,15:23:00,OH,27,2 minutes,Orb hovering over our house,https://picsum.photos/512,39.9862,-82.9855
49,18/01/23,14/01/23,15:55:00,WA,132,10 min,Black triangular shape stayed stationary for approx 10 min,https://picsum.photos/512,48.7548,-122.469
14,18/01/23,13/01/23,21:40:00,GA,133,3 min,Triangular UAP taking off from hover position.,https://picsum.photos/512,30.9941,-83.3786
47,18/01/23,12/01/23,19:24:00,CA,134,Everynight past 3 years,Almost every night for the last 3 years these lights that change color green or orange show up wherever I am they just hover and follow,https://picsum.photos/512,36.2082,-119.0897
1,19/01/23,12/01/23,17:30:00,FL,135,unknown,An emerald green sphere in the sky noted in picture and when enhanced it appears to be a spacecraft.,https://picsum.photos/512,28.4773,-81.337
15,11/01/23,11/01/23,18:41:00,IL,136,10 minutes-ish,"Object floatimg and strobing brightness, after time it moves changes color etc. Not normal, not helicopter or plane or drone",https://picsum.photos/512,39.9336,-91.3799
39,13/01/23,11/01/23,18:20:00,AZ,137,5-15 seconds,Lighted object traveling north bound at a high elevation and at a high rate of speed curved to the Northeast,https://picsum.photos/512,32.4208,-110.9767
47,12/01/23,10/01/23,16:50:00,CA,138,3 minutes,Beautiful Blue Ball of Light with a Light Blue Image right behind,https://picsum.photos/512,34.1964,-119.1815
14,10/01/23,10/01/23,15:05:00,GA,139,45 seconds,"White craft with no wings, exhaust, lights moving fast and pretty low",https://picsum.photos/512,34.2063,-84.1339
1,11/01/23,09/01/23,14:36:00,FL,140,2 minutes,I saw a blue light not moving in the Sky and other lights coming afterwards like shooting starts. This is happening very daily,https://picsum.photos/512,28.5989,-81.3442
30,14/01/23,09/01/23,03:55:00,NM,141,15 mins,Big bright spherical orbs moving in many directions and stationary like flying in maneuvers.,https://picsum.photos/512,35.8423,-108.7503
49,11/01/23,08/01/23,08:35:00,WA,142,2 hours,Our backyard camera recorded this strange object,https://picsum.photos/512,47.6626,-117.2346
49,14/01/23,07/01/23,23:59:00,WA,143,"?Not visible, only camera","Took a pic of full moon for an screensaver. Immediately noticed on the pic. Tried for more, was visible on phone & disappeared b4 more",https://picsum.photos/512,47.0417,-122.8959
1,07/01/23,07/01/23,18:19:00,FL,144,Seconds,Taking picture of moon and after looking at photo saw two rectangular shaped orbs in photo,https://picsum.photos/512,30.5824,-87.0447
1,06/01/23,06/01/23,23:50:00,FL,145,Unknown,I saw this when taking a photo of the full moon on 1/6/23 right before and after midnight.,https://picsum.photos/512,27.2437,-80.2423
44,13/01/23,06/01/23,08:10:00,PA,146,Unknown,I saw it moving quickly and noticed it wasnt a plane.,https://picsum.photos/512,39.7524,-77.5822
5,13/01/23,06/01/23,05:25:00,NY,147,20 min,Blinking/flashing/shimmering lights in the sky,https://picsum.photos/512,40.9076,-73.5602
39,09/01/23,05/01/23,08:00:00,AZ,148,Noticed after photo,When looking back over sunrise photos from this morning,https://picsum.photos/512,35.217,-114.0105
3,10/01/23,05/01/23,07:30:00,NC,149,3 minutes,"Pill shaped object, looked like a blinking star.",https://picsum.photos/512,35.7217,-81.3857
25,06/01/23,04/01/23,21:15:00,TX,150,Half Hour,Chevron shape hovering in place,https://picsum.photos/512,32.744,-96.4529
28,04/01/23,04/01/23,16:06:00,LA,151,Less than 5 minutes,No way it was another airplane or chopper,https://picsum.photos/512,30.2365,-92.193
48,07/01/23,01/01/23,18:05:00,HI,152,1 min,Saw UFO after taking photo of the sunset,https://picsum.photos/512,21.8834,-159.46
7,05/01/23,01/01/23,07:01:00,SC,153,15 - 20 seconds,Seen just before sunrise on New Year's Day,https://picsum.photos/512,33.8232,-78.7082
43,02/01/23,01/01/23,05:05:00,OR,154,10 min,Orange light hovering and maybe very slowly floating to the North.,https://picsum.photos/512,45.6757,-118.8201
25,08/01/23,01/01/23,00:30:00,TX,155,Three minutes,Four objects flying over neighborhood,https://picsum.photos/512,29.786,-95.3885
25,31/12/22,31/12/22,22:55:00,TX,156,Approximately two seconds,"Late evening, New Years eve 2022, observed small object flying quickly, very low and almost directly over.",https://picsum.photos/512,30.6638,-97.9063
41,04/01/23,30/12/22,18:56:00,IA,157,1 minute,Hovering Lights above I-80 in Coralville,https://picsum.photos/512,41.6559,-91.5303
1,02/01/23,29/12/22,17:10:00,FL,33,picture,Captured in background of photo,https://picsum.photos/512,27.3387,-82.5432
44,31/12/22,28/12/22,19:02:00,PA,128,5 to 10 minutes,"Bright light in sky, wasn't still at 1st, eventually saw the shape above me, moved straight in 1 direction, reversed, then went high up",https://picsum.photos/512,39.9732,-76.792
1,31/12/22,28/12/22,16:45:00,FL,158,Minutes,2 bright lights connected Tic Tac shape,https://picsum.photos/512,28.2468,-82.717
2,03/01/23,27/12/22,03:00:00,NJ,159,TAKEN,Mother & Son taken along with 7 other kids with there Parents!,https://picsum.photos/512,39.3457,-74.486
