user_id,post_id,rating
158,21,False
31,21,True
35,21,True
167,21,True
42,21,False
172,21,True
46,21,True
176,21,True
180,21,True
184,21,False
185,21,True
59,21,True
60,21,True
189,21,True
62,21,True
64,21,False
193,21,False
196,21,True
69,21,True
78,21,True
208,21,False
80,21,True
210,21,True
214,21,False
86,21,True
217,21,True
92,21,True
223,21,True
103,21,False
105,21,True
107,21,True
117,21,True
121,21,False
125,21,True
126,21,True
3,22,True
131,22,False
134,22,True
136,22,True
10,22,True
140,22,True
141,22,True
15,22,True
144,22,True
19,22,True
22,22,True
151,22,True
153,22,True
34,22,True
35,22,False
165,22,True
40,22,False
175,22,False
178,22,True
54,22,True
59,22,True
60,22,True
190,22,True
64,22,False
194,22,False
69,22,False
70,22,True
198,22,True
200,22,True
201,22,False
199,22,False
203,22,True
75,22,True
77,22,True
205,22,True
207,22,True
80,22,True
209,22,True
81,22,True
82,22,True
84,22,True
79,22,True
92,22,True
222,22,True
223,22,True
101,22,False
102,22,True
103,22,True
105,22,True
116,22,False
120,22,True
127,22,True
1,23,True
13,23,True
141,23,True
16,23,True
19,23,True
148,23,True
29,23,True
160,23,True
33,23,False
164,23,False
168,23,False
169,23,False
41,23,True
180,23,True
53,23,True
60,23,True
189,23,True
61,23,True
193,23,True
195,23,True
67,23,True
73,23,False
204,23,True
92,23,True
93,23,True
94,23,True
95,23,True
224,23,True
104,23,True
105,23,True
111,23,True
112,23,True
117,23,True
122,23,False
1,24,True
130,24,True
2,24,False
5,24,True
7,24,False
9,24,True
138,24,False
137,24,True
10,24,True
13,24,True
15,24,True
143,24,True
147,24,True
22,24,True
24,24,True
155,24,True
30,24,False
31,24,True
34,24,True
35,24,True
163,24,True
39,24,False
40,24,True
41,24,True
42,24,False
171,24,True
43,24,False
170,24,True
174,24,True
47,24,False
46,24,True
48,24,True
50,24,True
179,24,True
52,24,True
53,24,True
181,24,True
180,24,False
56,24,True
193,24,False
196,24,True
70,24,True
199,24,True
71,24,True
72,24,True
74,24,True
75,24,False
76,24,True
205,24,True
78,24,True
82,24,True
84,24,True
213,24,True
216,24,False
88,24,True
217,24,True
218,24,False
222,24,True
223,24,False
95,24,True
94,24,True
224,24,True
99,24,False
100,24,False
101,24,False
104,24,True
109,24,True
114,24,True
115,24,True
117,24,True
132,25,True
133,25,False
6,25,False
135,25,True
18,25,False
19,25,True
24,25,True
26,25,True
27,25,True
154,25,True
164,25,True
166,25,True
167,25,True
171,25,False
45,25,True
173,25,False
47,25,True
49,25,False
178,25,True
51,25,False
182,25,True
59,25,True
187,25,False
188,25,True
63,25,False
193,25,True
195,25,True
196,25,True
68,25,True
204,25,False
208,25,True
83,25,False
91,25,True
224,25,True
97,25,True
115,25,True
120,25,True
124,25,True
128,26,True
129,26,False
130,26,True
132,26,True
133,26,False
6,26,True
7,26,True
135,26,True
138,26,True
139,26,True
141,26,True
15,26,True
144,26,False
18,26,True
147,26,True
148,26,True
149,26,True
23,26,True
31,26,True
162,26,True
163,26,True
35,26,True
165,26,True
166,26,True
40,26,True
168,26,True
42,26,True
171,26,False
172,26,True
169,26,True
174,26,True
53,26,True
54,26,True
60,26,True
189,26,True
192,26,False
64,26,False
66,26,True
193,26,True
198,26,True
203,26,True
209,26,True
84,26,True
219,26,True
222,26,False
95,26,True
98,26,True
100,26,False
106,26,True
107,26,True
108,26,True
110,26,True
112,26,True
117,26,False
125,26,False
131,27,True
138,27,False
14,27,True
144,27,True
145,27,True
148,27,True
22,27,True
150,27,True
151,27,True
24,27,True
26,27,True
155,27,True
28,27,True
158,27,False
159,27,True
32,27,False
31,27,True
165,27,True
38,27,True
39,27,False
168,27,True
171,27,False
46,27,True
176,27,True
49,27,True
182,27,False
191,27,True
193,27,True
67,27,True
195,27,False
76,27,True
78,27,True
83,27,False
212,27,True
85,27,False
100,27,True
102,27,True
116,27,True
118,27,True
129,28,True
7,28,True
138,28,True
142,28,True
143,28,True
152,28,False
26,28,False
156,28,True
162,28,True
35,28,True
44,28,False
172,28,True
178,28,True
196,28,False
197,28,False
198,28,True
73,28,True
74,28,False
207,28,True
84,28,True
86,28,True
218,28,False
224,28,True
107,28,True
112,28,False
113,28,False
120,28,True
130,29,True
131,29,True
6,29,True
7,29,True
134,29,False
14,29,False
144,29,False
146,29,True
147,29,True
20,29,True
149,29,True
151,29,False
25,29,True
27,29,True
156,29,True
159,29,True
161,29,False
162,29,True
36,29,True
40,29,False
169,29,True
168,29,True
171,29,False
45,29,True
173,29,True
49,29,True
181,29,True
56,29,True
186,29,True
187,29,True
60,29,False
65,29,True
194,29,True
200,29,False
202,29,True
75,29,False
80,29,True
81,29,True
212,29,True
214,29,True
87,29,True
89,29,True
92,29,False
221,29,True
94,29,True
223,29,True
224,29,True
97,29,True
95,29,True
98,29,True
100,29,True
101,29,True
107,29,True
112,29,True
114,29,True
120,29,True
122,29,True
129,30,True
130,30,True
2,30,True
4,30,False
134,30,True
135,30,True
6,30,False
137,30,True
138,30,False
139,30,True
140,30,True
141,30,True
16,30,True
17,30,True
147,30,True
19,30,True
150,30,True
26,30,False
154,30,False
156,30,True
30,30,True
158,30,True
162,30,False
163,30,False
165,30,True
167,30,False
42,30,True
172,30,False
176,30,False
49,30,False
53,30,True
186,30,True
60,30,True
61,30,True
62,30,False
65,30,True
194,30,True
69,30,True
199,30,True
71,30,True
73,30,True
76,30,False
77,30,True
210,30,False
83,30,True
87,30,True
88,30,False
217,30,True
90,30,True
221,30,True
94,30,True
222,30,True
224,30,True
96,30,False
99,30,True
106,30,True
109,30,False
113,30,True
115,30,True
119,30,True
120,30,True
123,30,True
128,31,True
129,31,True
7,31,False
135,31,False
136,31,True
138,31,True
11,31,True
12,31,False
142,31,True
18,31,False
147,31,True
149,31,True
21,31,True
23,31,True
151,31,True
25,31,True
27,31,True
155,31,True
29,31,False
158,31,False
28,31,False
161,31,True
162,31,True
35,31,True
38,31,True
40,31,True
168,31,True
42,31,True
171,31,True
44,31,False
45,31,True
174,31,False
177,31,True
179,31,False
53,31,True
184,31,True
58,31,True
186,31,True
188,31,False
193,31,False
67,31,True
68,31,True
200,31,True
73,31,True
202,31,False
76,31,False
204,31,True
78,31,True
80,31,True
81,31,True
211,31,True
212,31,False
215,31,True
89,31,True
219,31,True
91,31,False
93,31,True
221,31,True
94,31,True
224,31,True
98,31,False
99,31,True
101,31,True
104,31,False
105,31,False
106,31,True
108,31,False
113,31,False
114,31,False
116,31,True
118,31,True
119,31,False
121,31,True
124,31,True
129,32,True
2,32,True
131,32,True
1,32,True
134,32,True
135,32,True
8,32,True
136,32,True
140,32,True
141,32,True
145,32,True
18,32,True
147,32,True
148,32,True
21,32,True
150,32,True
155,32,True
160,32,True
161,32,True
34,32,True
164,32,True
165,32,False
166,32,True
169,32,True
42,32,True
170,32,False
172,32,True
173,32,True
47,32,True
48,32,True
175,32,True
50,32,True
54,32,True
183,32,True
182,32,True
185,32,True
187,32,True
191,32,True
195,32,False
196,32,True
69,32,True
197,32,True
71,32,True
200,32,True
201,32,False
202,32,True
75,32,True
77,32,True
78,32,True
207,32,False
211,32,True
83,32,False
214,32,True
89,32,False
103,32,True
108,32,True
112,32,True
114,32,True
115,32,True
117,32,True
119,32,True
120,32,False
127,32,True
16,33,True
113,33,False
82,33,False
87,33,True
129,34,True
131,34,False
132,34,True
7,34,True
8,34,False
136,34,True
10,34,True
140,34,False
141,34,True
14,34,False
148,34,True
149,34,True
20,34,False
25,34,True
153,34,True
154,34,True
160,34,True
33,34,True
32,34,True
36,34,False
37,34,True
168,34,True
169,34,True
48,34,True
50,34,True
51,34,True
52,34,True
181,34,False
183,34,True
185,34,False
57,34,True
187,34,False
59,34,False
61,34,True
62,34,True
63,34,True
192,34,True
66,34,True
195,34,True
198,34,True
199,34,True
75,34,True
77,34,True
206,34,True
79,34,True
207,34,False
209,34,True
80,34,True
83,34,True
212,34,True
214,34,True
90,34,False
91,34,False
220,34,False
221,34,True
223,34,True
98,34,True
100,34,True
103,34,True
105,34,True
107,34,True
124,34,False
125,34,True
126,34,True
127,34,True
24,35,True
99,36,True
200,36,True
78,36,True
176,36,True
114,36,True
125,36,True
29,36,True
1,37,True
2,37,False
6,37,True
141,37,False
142,37,True
16,37,False
17,37,False
19,37,False
20,37,True
151,37,True
154,37,False
160,37,True
163,37,True
42,37,True
43,37,False
47,37,True
179,37,False
184,37,True
186,37,True
60,37,True
69,37,True
70,37,True
71,37,True
76,37,True
214,37,False
89,37,True
218,37,True
103,37,True
108,37,True
110,37,True
113,37,True
115,37,True
118,37,True
126,37,False
128,38,True
1,38,True
129,38,True
3,38,True
5,38,True
7,38,True
19,38,True
150,38,True
151,38,True
24,38,True
155,38,True
27,38,True
31,38,True
163,38,True
169,38,True
51,38,True
184,38,True
71,38,True
203,38,True
77,38,True
205,38,True
208,38,True
211,38,True
215,38,False
87,38,True
93,38,True
223,38,False
101,38,True
110,38,True
112,38,False
114,38,True
115,38,True
117,38,False
120,38,True
123,38,True
127,38,True
4,39,True
5,39,True
6,39,False
7,39,True
137,39,True
139,39,True
140,39,False
141,39,True
142,39,True
17,39,True
145,39,True
148,39,False
22,39,True
31,39,True
160,39,True
32,39,True
159,39,True
163,39,True
161,39,True
38,39,True
169,39,True
173,39,True
47,39,True
175,39,True
49,39,True
177,39,True
181,39,False
54,39,False
183,39,True
182,39,True
56,39,True
58,39,False
53,39,True
184,39,True
189,39,True
62,39,True
63,39,True
190,39,True
192,39,True
196,39,True
197,39,True
69,39,True
71,39,False
200,39,False
201,39,False
75,39,False
80,39,True
82,39,True
213,39,False
88,39,True
220,39,True
93,39,True
94,39,False
98,39,True
101,39,False
104,39,True
106,39,True
107,39,True
121,39,True
124,39,False
128,40,True
129,40,True
2,40,True
132,40,False
7,40,True
136,40,True
137,40,True
138,40,False
12,40,True
13,40,True
14,40,True
142,40,False
16,40,True
145,40,False
147,40,False
148,40,True
149,40,False
151,40,True
23,40,True
155,40,False
28,40,False
157,40,True
158,40,False
35,40,True
164,40,True
166,40,True
40,40,True
173,40,True
46,40,True
47,40,True
48,40,True
175,40,False
179,40,False
182,40,True
183,40,True
56,40,True
58,40,True
59,40,False
189,40,False
190,40,True
191,40,True
63,40,True
64,40,True
61,40,True
67,40,True
68,40,True
66,40,True
199,40,False
200,40,True
75,40,True
205,40,True
78,40,True
79,40,True
81,40,False
209,40,False
83,40,True
85,40,True
214,40,False
216,40,True
217,40,True
90,40,True
219,40,True
218,40,True
221,40,False
93,40,True
94,40,True
96,40,False
91,40,False
100,40,True
104,40,True
106,40,True
108,40,False
115,40,True
118,40,True
127,40,True
65,41,True
36,41,True
69,41,False
76,41,True
79,41,False
55,41,False
1,42,False
129,42,True
4,42,True
8,42,False
137,42,False
10,42,True
9,42,False
12,42,True
14,42,True
143,42,False
142,42,True
146,42,True
19,42,False
148,42,False
147,42,False
22,42,True
154,42,True
155,42,True
28,42,True
29,42,True
158,42,True
156,42,True
30,42,True
161,42,True
36,42,True
164,42,True
166,42,False
41,42,True
170,42,True
48,42,True
177,42,True
50,42,False
178,42,True
176,42,False
54,42,True
55,42,True
56,42,False
57,42,True
185,42,True
187,42,True
189,42,True
64,42,True
194,42,False
197,42,True
198,42,True
71,42,True
201,42,True
78,42,True
79,42,False
210,42,True
211,42,True
214,42,False
215,42,True
90,42,True
91,42,False
221,42,True
94,42,True
93,42,True
96,42,True
224,42,True
99,42,True
100,42,False
106,42,True
107,42,True
109,42,True
112,42,True
114,42,False
116,42,True
124,42,False
125,42,False
126,42,True
129,43,True
4,43,True
138,43,True
15,43,True
152,43,False
34,43,True
164,43,False
38,43,True
45,43,True
47,43,True
55,43,False
183,43,True
59,43,True
195,43,True
200,43,True
83,43,True
211,43,True
85,43,True
223,43,True
101,43,True
115,43,True
126,43,False
2,44,False
138,44,True
142,44,True
143,44,False
159,44,False
161,44,True
39,44,True
168,44,True
175,44,False
178,44,True
179,44,True
52,44,True
182,44,False
193,44,True
68,44,True
78,44,True
212,44,True
218,44,True
93,44,True
224,44,True
100,44,True
109,44,True
119,44,True
4,45,True
133,45,True
7,45,False
8,45,False
15,45,False
145,45,True
154,45,True
156,45,False
160,45,True
161,45,True
163,45,True
37,45,True
170,45,True
45,45,False
46,45,False
174,45,True
59,45,False
188,45,True
190,45,True
71,45,False
76,45,True
77,45,True
208,45,True
210,45,False
84,45,True
212,45,True
214,45,True
215,45,True
96,45,True
109,45,True
111,45,True
117,45,True
124,45,False
125,45,True
126,45,True
7,46,True
9,46,True
18,46,True
20,46,True
26,46,False
30,46,False
31,46,True
32,46,True
34,46,False
36,46,True
40,46,False
48,46,True
49,46,True
52,46,False
55,46,True
56,46,True
58,46,True
63,46,True
65,46,True
66,46,True
67,46,True
70,46,True
71,46,True
72,46,True
75,46,True
78,46,True
80,46,True
83,46,False
84,46,False
88,46,True
91,46,True
92,46,True
97,46,True
98,46,True
100,46,True
106,46,False
108,46,True
109,46,True
110,46,False
112,46,True
113,46,True
114,46,True
115,46,True
122,46,False
127,46,True
130,46,True
131,46,False
132,46,True
141,46,True
142,46,True
144,46,True
146,46,False
151,46,True
152,46,True
153,46,True
156,46,False
159,46,True
162,46,True
165,46,True
167,46,True
173,46,True
176,46,True
179,46,True
181,46,True
185,46,True
187,46,False
188,46,True
192,46,True
195,46,True
198,46,True
202,46,False
203,46,False
213,46,True
216,46,False
218,46,True
219,46,False
220,46,False
222,46,True
223,46,False
3,47,True
133,47,True
5,47,True
139,47,True
12,47,False
18,47,True
23,47,True
165,47,True
38,47,True
41,47,True
42,47,False
44,47,False
175,47,True
49,47,True
50,47,True
62,47,True
196,47,True
197,47,False
199,47,True
208,47,False
80,47,False
82,47,False
83,47,True
84,47,False
85,47,False
87,47,True
216,47,True
217,47,True
88,47,True
92,47,True
222,47,False
94,47,False
223,47,True
103,47,False
131,48,True
132,48,True
8,48,True
11,48,True
141,48,True
14,48,True
142,48,True
144,48,True
147,48,False
19,48,True
158,48,True
160,48,False
34,48,True
167,48,True
42,48,True
43,48,True
44,48,False
45,48,False
47,48,True
175,48,True
177,48,False
51,48,True
53,48,True
182,48,True
183,48,True
55,48,True
185,48,True
190,48,True
64,48,True
65,48,False
66,48,True
195,48,True
68,48,True
202,48,True
76,48,True
204,48,False
208,48,True
209,48,True
82,48,True
85,48,False
87,48,True
88,48,True
215,48,True
221,48,True
224,48,True
96,48,True
101,48,True
102,48,False
106,48,True
109,48,False
110,48,True
111,48,True
115,48,True
120,48,True
121,48,True
123,48,True
130,49,True
131,49,True
8,49,True
9,49,False
137,49,True
13,49,False
14,49,True
142,49,True
16,49,True
17,49,False
141,49,True
19,49,True
151,49,True
23,49,False
153,49,False
28,49,True
29,49,True
34,49,False
166,49,True
170,49,False
174,49,True
175,49,False
48,49,False
176,49,True
178,49,False
181,49,False
55,49,True
184,49,True
186,49,True
62,49,False
70,49,True
199,49,True
200,49,True
72,49,True
74,49,True
205,49,True
78,49,False
83,49,True
84,49,True
214,49,False
87,49,True
219,49,True
222,49,False
95,49,True
100,49,True
104,49,True
109,49,False
116,49,False
117,49,True
119,49,True
127,49,True
132,50,True
136,50,True
8,50,True
12,50,True
16,50,False
17,50,True
145,50,True
147,50,True
23,50,True
152,50,True
153,50,False
27,50,True
156,50,True
155,50,False
30,50,True
31,50,True
34,50,True
35,50,True
37,50,True
169,50,True
170,50,False
45,50,True
176,50,True
51,50,False
52,50,True
53,50,False
182,50,True
56,50,True
186,50,True
59,50,True
188,50,True
61,50,True
63,50,False
192,50,True
193,50,False
194,50,False
67,50,True
196,50,True
69,50,False
68,50,True
199,50,False
74,50,False
78,50,False
207,50,True
82,50,True
213,50,True
86,50,True
87,50,True
89,50,False
218,50,True
219,50,True
94,50,True
97,50,True
104,50,False
109,50,True
111,50,True
116,50,True
120,50,True
121,50,True
122,50,True
3,51,True
6,51,True
8,51,False
13,51,False
14,51,False
20,51,True
21,51,True
22,51,True
23,51,True
24,51,False
26,51,True
30,51,True
35,51,True
37,51,True
38,51,True
49,51,True
52,51,True
57,51,True
63,51,True
65,51,True
66,51,True
69,51,True
79,51,False
80,51,True
81,51,True
82,51,True
83,51,True
88,51,True
90,51,True
92,51,False
93,51,False
95,51,True
99,51,True
102,51,True
103,51,True
105,51,False
107,51,True
108,51,True
109,51,True
117,51,True
119,51,True
121,51,True
122,51,True
127,51,True
129,51,True
133,51,True
138,51,False
139,51,False
143,51,False
146,51,True
148,51,True
152,51,True
156,51,True
157,51,True
158,51,True
160,51,False
161,51,True
162,51,True
163,51,False
165,51,True
171,51,True
174,51,True
176,51,True
177,51,False
179,51,True
182,51,True
184,51,True
188,51,True
194,51,True
195,51,True
199,51,True
201,51,True
202,51,True
203,51,True
204,51,True
212,51,True
214,51,True
222,51,True
128,52,True
3,52,True
131,52,True
5,52,True
135,52,True
7,52,True
13,52,True
141,52,True
16,52,True
17,52,False
146,52,True
145,52,True
148,52,True
149,52,True
24,52,False
25,52,False
28,52,False
157,52,True
30,52,False
158,52,True
31,52,True
29,52,False
37,52,True
165,52,True
174,52,True
52,52,True
53,52,True
185,52,True
191,52,True
64,52,False
192,52,True
72,52,True
75,52,True
78,52,True
208,52,True
87,52,True
88,52,True
89,52,False
218,52,False
90,52,True
91,52,True
221,52,True
94,52,True
222,52,True
97,52,True
104,52,True
105,52,False
106,52,True
112,52,True
116,52,True
118,52,True
119,52,False
121,52,True
126,52,True
127,52,False
66,53,True
99,53,True
4,53,True
101,53,True
2,53,True
9,53,True
201,53,True
42,53,True
143,53,True
112,53,False
180,53,True
181,53,True
118,53,False
216,53,True
39,54,True
137,54,True
73,54,True
139,54,True
216,54,False
1,55,True
3,55,True
4,55,True
5,55,True
133,55,False
8,55,True
9,55,False
10,55,True
139,55,True
136,55,True
12,55,True
14,55,True
143,55,False
142,55,False
17,55,True
138,55,True
147,55,True
149,55,True
151,55,False
154,55,True
27,55,True
29,55,True
157,55,True
30,55,True
32,55,True
33,55,True
35,55,True
36,55,True
37,55,True
38,55,True
39,55,False
40,55,True
169,55,True
172,55,False
173,55,True
174,55,True
44,55,False
177,55,False
180,55,True
181,55,False
182,55,True
54,55,False
56,55,True
55,55,True
58,55,True
188,55,False
189,55,True
66,55,False
67,55,True
198,55,True
199,55,False
72,55,True
201,55,False
76,55,False
205,55,True
78,55,False
79,55,True
85,55,True
86,55,True
215,55,True
89,55,True
217,55,False
91,55,True
222,55,False
95,55,False
224,55,True
101,55,False
102,55,True
107,55,True
111,55,True
112,55,True
115,55,True
119,55,False
123,55,False
125,55,True
126,55,True
131,56,True
132,56,True
5,56,False
7,56,True
8,56,True
136,56,True
137,56,True
140,56,True
14,56,True
144,56,True
16,56,False
148,56,True
24,56,True
28,56,True
30,56,True
159,56,True
160,56,True
162,56,True
39,56,False
42,56,False
170,56,True
44,56,True
172,56,False
47,56,False
48,56,False
178,56,True
51,56,False
50,56,True
53,56,True
184,56,True
185,56,False
58,56,True
60,56,True
189,56,True
190,56,True
62,56,True
193,56,True
67,56,True
